condition,factor,factor_role,layer,is_last_layer,probe_mse,probe_r_squared,delta_contrast_r_squared,baseline,baseline_mse,baseline_r_squared,delta_r_squared,delta_r_squared_ci_low,delta_r_squared_ci_high,mse_improvement,mse_improvement_ci_low,mse_improvement_ci_high,ci_reason,delta_r_squared_ci_reason,n_test_episodes,n_bootstrap_resamples
token_guess,factor_1,guessed,layer_2,False,0.007525662195100896,0.8742146238466232,0.22798962331776085,suffix_32_belief,0.00032130090932179,0.9946297143441047,-0.12041509049748156,-0.13035602307650304,-0.11296069411440639,-0.007204361285779106,-0.007551669948643986,-0.006902440773090056,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,train_mean,0.06001645387783665,-0.0031266393181843544,0.8727680170523797,0.8696312162697625,0.878273974549879,0.05221717716227493,0.050209331230471846,0.053965251665910305,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,ntp,0.007756057236245682,0.8703637564859894,-0.0007223787517940132,-0.0043427605427437364,0.002996639293528482,-4.3219479316033635e-05,-0.0002652535462850095,0.00017975892096984042,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,log_ntp,0.007200115640416802,0.8796558720417696,-0.010014494307574246,-0.013568835221167927,-0.006301773328824222,-0.0005991610751449137,-0.0008177131448112358,-0.00037696575905888855,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,joint_ntp,0.0077545795131587665,0.870388455435998,-0.0007470777018025865,-0.004372857270388374,0.0030848027630981023,-4.469720240294923e-05,-0.00026273117124874434,0.00018195285500860185,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,log_joint_ntp,0.008181221159109887,0.863257484296529,0.006383893437666431,0.0029802252840617854,0.009914126382590828,0.00038194444354817166,0.0001805375639553769,0.0005724958220532837,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,policy_probabilities,0.053723299374463976,0.10205836445641525,0.7675830132777802,0.7472400102582042,0.7976143267072429,0.04592402265890226,0.04321905398841242,0.04884561684560054,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,centered_log_policy,0.028041882116540677,0.5313025487147276,0.3383388290194679,0.3291538493936605,0.3471556215534579,0.020242605400978962,0.019499227577753506,0.020889269489362775,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,suffix_0_belief,0.06001645387783665,-0.0031266393181843544,0.8727680170523797,0.8696312162697621,0.8782739745498789,0.05221717716227493,0.05020933123047183,0.053965251665910305,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,suffix_1_belief,0.03701866201850611,0.38126291003019364,0.48837846770400173,0.4810668800337401,0.4950493838310576,0.029219385302944392,0.027904555018546637,0.03027332010292896,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,suffix_2_belief,0.023411716545103014,0.6086920332487052,0.2609493444854902,0.25431924089854613,0.2667461587635809,0.015612439829541299,0.014910597612213063,0.016131596433772193,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,suffix_4_belief,0.011676593497499305,0.8048351537451207,0.06480622398907467,0.06095369924722877,0.06885628321412042,0.003877316781937589,0.003704374203312381,0.004050068653396536,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,suffix_8_belief,0.00538397559487433,0.9100111886708477,-0.04036981093665235,-0.04378766503299803,-0.03711839763236714,-0.0024153011206873853,-0.0026000697079981592,-0.002230362982441017,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,suffix_16_belief,0.0019074401317701534,0.968118676038775,-0.09847729830457959,-0.10539975944641833,-0.09345708732919311,-0.005891836583791562,-0.006119409650059895,-0.005644900742661749,,,28,200
token_guess,factor_1,guessed,layer_3,True,0.007799276715561716,0.8696413777341954,0.18913479922871146,suffix_32_belief,0.00032130090932179,0.9946297143441047,-0.12498833660990936,-0.13513267209812677,-0.11804728321671105,-0.007477975806239926,-0.0078493965488136,-0.007160370543486597,,,28,200
token_guess,factor_2,guessed,layer_1,False,0.008677767496439273,0.8552227474596027,0.1631877085087804,train_mean,0.05996000249413312,-0.0003545758719569747,0.8555773233315596,0.8512657273810963,0.8626544418914864,0.05128223499769385,0.04962087623324926,0.05285282069963497,,,28,200
token_guess,factor_2,guessed,layer_1,False,0.008677767496439273,0.8552227474596027,0.1631877085087804,ntp,0.007598446854500435,0.8732298071341286,-0.01800705967452586,-0.02372911560956705,-0.011928310424193912,-0.001079320641938838,-0.0014519962511240284,-0.0007035085846773665,,,28,200
token_guess,factor_2,guessed,layer_1,False,0.008677767496439273,0.8552227474596027,0.1631877085087804,log_ntp,0.0070641387082810885,0.8821440429040234,-0.026921295444420706,-0.03217198575728688,-0.021299661453795585,-0.0016136287881581843,-0.001968619921250666,-0.0012562129315137989,,,28,200
token_guess,factor_2,guessed,layer_1,False,0.008677767496439273,0.8552227474596027,0.1631877085087804,joint_ntp,0.007612493686138246,0.8729954540367156,-0.01777270657711293,-0.023572486707971893,-0.011874659910803864,-0.001065273810301027,-0.001442412364120256,-0.0007003450210880806,,,28,200
token_guess,factor_2,guessed,layer_1,False,0.008677767496439273,0.8552227474596027,0.1631877085087804,log_joint_ntp,0.008090131383987401,0.8650266909150146,-0.009803943455411898,-0.015075497055144906,-0.0036092546768839327,-0.0005876361124518715,-0.0009124743934806036,-0.0002116811537244313,,,28,200
